7.418197547098254204e+09;7.418197547098254204e+09;5.133860565483928680e+10;5.042444831000000000e+09;5.055026239000000000e+09;3.811127474636084747e+10
6.624046685836958885e+09;6.624046685836958885e+09;4.979863908531434631e+10;4.656167902000000000e+09;4.750385220000000000e+09;4.507707209758164978e+10
7.038358006787076950e+09;7.038358006787076950e+09;5.075971936199197388e+10;4.766919364000000000e+09;4.785698664000000000e+09;4.023585519028848267e+10
6.620141505805451393e+09;6.620141505805451393e+09;5.001997056616024780e+10;4.750398990000000000e+09;4.757479004000000000e+09;4.241017705558007812e+10
6.812336782344838142e+09;6.812336782344838142e+09;5.021034326802819061e+10;5.048926682000000000e+09;5.066833596000000000e+09;4.307541242956755829e+10
7.378931322518616676e+09;7.378931322518616676e+09;5.092573715784387207e+10;5.064515215000000000e+09;5.147216063000000000e+09;3.423300795517741776e+10
6.837757250969859123e+09;6.837757250969859123e+09;5.045292280513480377e+10;4.609998843000000000e+09;4.621657813000000000e+09;3.968133760742536926e+10
7.288807099107317924e+09;7.288807099107317924e+09;5.118889329721035767e+10;4.686144206000000000e+09;4.689891561000000000e+09;3.884263329167070007e+10
7.301408412873637199e+09;7.301408412873637199e+09;5.105277461343479156e+10;4.669321415000000000e+09;4.718065150000000000e+09;3.588745386996805573e+10
6.747829586665732384e+09;6.747829586665732384e+09;5.019542782415067291e+10;4.486251189000000000e+09;4.530626006000000000e+09;3.633780906295365143e+10
7.737773714056296349e+09;7.737773714056296349e+09;5.194069009396376038e+10;4.719512229000000000e+09;4.732623703000000000e+09;4.213815534345146179e+10
7.436095053977874756e+09;7.436095053977874756e+09;5.083685837283277130e+10;5.199962006000000000e+09;5.352846523000000000e+09;3.324717798339032364e+10
7.131487725528805733e+09;7.131487725528805733e+09;5.091879436848913574e+10;4.593430965000000000e+09;4.614010078000000000e+09;4.157788543635449982e+10
7.432250665865098953e+09;7.432250665865098953e+09;5.136810257561626434e+10;4.749957740000000000e+09;4.755516102000000000e+09;3.727125737026548767e+10
7.008254260928082466e+09;7.008254260928082466e+09;5.057882839812719727e+10;4.844466172000000000e+09;4.880518211000000000e+09;3.650552107832424927e+10
7.267018694463528633e+09;7.267018694463528633e+09;5.098151580911928558e+10;4.862350419000000000e+09;4.878628921000000000e+09;4.350813056548796082e+10
7.102713176096013069e+09;7.102713176096013069e+09;5.064176183431836700e+10;4.646777183000000000e+09;4.709209891000000000e+09;3.508657945683073425e+10
7.096365328577729225e+09;7.096365328577729225e+09;5.082546318782308960e+10;4.974851569000000000e+09;4.984708804000000000e+09;3.929827620089515686e+10
6.957078816272680283e+09;6.957078816272680283e+09;5.055269398694111633e+10;4.808903976000000000e+09;4.814172756000000000e+09;3.725179773072136688e+10
7.097010948772040367e+09;7.097010948772040367e+09;5.091148171194107819e+10;4.424211356000000000e+09;4.432735826000000000e+09;3.946832611456173706e+10
7.711564970841934204e+09;7.711564970841934204e+09;5.091542483401043701e+10;5.151308026000000000e+09;5.474473613000000000e+09;3.160012017847035599e+10
6.905203769526542664e+09;6.905203769526542664e+09;5.051458061949300385e+10;4.709114560000000000e+09;4.718727566000000000e+09;3.796334975236174011e+10
7.055181481370674133e+09;7.055181481370674133e+09;5.051202708091718292e+10;5.104365912000000000e+09;5.158849083000000000e+09;4.396279241163140869e+10
7.188344971509632111e+09;7.188344971509632111e+09;5.079611931099052429e+10;4.866190219000000000e+09;4.921926294000000000e+09;3.554727549213188171e+10
6.962964085251100540e+09;6.962964085251100540e+09;5.029546500864031219e+10;4.949146521000000000e+09;5.026701331000000000e+09;3.451620079483261108e+10
6.855627523665454865e+09;6.855627523665454865e+09;5.036599340825025940e+10;4.688057640000000000e+09;4.718930120000000000e+09;3.663836061812100983e+10
7.189303002388373375e+09;7.189303002388373375e+09;5.096080827521353912e+10;4.787343291000000000e+09;4.798418809000000000e+09;4.210670627121361542e+10
7.323903471837482452e+09;7.323903471837482452e+09;5.121247014072229004e+10;4.841649508000000000e+09;4.854921241000000000e+09;3.824567386365130615e+10
7.033629499887535095e+09;7.033629499887535095e+09;5.045731568941283417e+10;4.933854312000000000e+09;5.005497222000000000e+09;4.453878645596318054e+10
6.868999780253360748e+09;6.868999780253360748e+09;5.010650090056207275e+10;4.924208423000000000e+09;5.036451821000000000e+09;4.509232708874938202e+10
7.031766087618170738e+09;7.031766087618170738e+09;5.062653048871540833e+10;4.632987283000000000e+09;4.678965377000000000e+09;3.616705400457766724e+10
6.342370797434919357e+09;1.828081609126816559e+10;4.964592013897843170e+10;4.779990948000000000e+09;4.791845940000000000e+09;3.955197038335466003e+10
7.511449593032155037e+09;7.511449593032155037e+09;5.148109425744543457e+10;4.919756463000000000e+09;4.927623044000000000e+09;4.245883756209657288e+10
6.442594953141768456e+09;1.850047408636297989e+10;4.977625279815019989e+10;4.866715721000000000e+09;4.893260227000000000e+09;4.067549898257616425e+10
7.283002304065101624e+09;7.283002304065101624e+09;5.114084118781671906e+10;4.975862311000000000e+09;4.984021364000000000e+09;3.926058944668160248e+10
7.196979679139985085e+09;7.196979679139985085e+09;5.102667926976798248e+10;4.611674231000000000e+09;4.623495423000000000e+09;3.820617753125553894e+10
7.492769485306503296e+09;7.492769485306503296e+09;5.130917114951853180e+10;5.125695882000000000e+09;5.176999024000000000e+09;3.585540586402208710e+10
7.177573678828657150e+09;7.177573678828657150e+09;5.097790375919911957e+10;4.844883217000000000e+09;4.865051945000000000e+09;4.035529793101018524e+10
6.661212261980762482e+09;6.661212261980762482e+09;5.009041730143560791e+10;4.941774954000000000e+09;4.957984798000000000e+09;4.146024686592924500e+10
7.206193442090511322e+09;7.206193442090511322e+09;5.101620489866671753e+10;4.921932714000000000e+09;4.941945331000000000e+09;4.028210314542696381e+10
6.672775159362553596e+09;6.672775159362553596e+09;5.003183624184857941e+10;4.873923417000000000e+09;4.883774964000000000e+09;4.299490757108082581e+10
7.212259535158480644e+09;7.212259535158480644e+09;5.101295001260463715e+10;4.972154850000000000e+09;4.996999514000000000e+09;4.057011743845617676e+10
6.790789092804881096e+09;6.790789092804881096e+09;5.033847999106221771e+10;4.603882014000000000e+09;4.612568615000000000e+09;3.788709690495675659e+10
7.009561966817486763e+09;7.009561966817486763e+09;5.051190550827131653e+10;4.549802174000000000e+09;4.605019162000000000e+09;4.478894360050741577e+10
6.834195563638278008e+09;6.834195563638278008e+09;5.035780827794448853e+10;5.200581120000000000e+09;5.205229875000000000e+09;3.875602052524547577e+10
7.261698051254266739e+09;7.261698051254266739e+09;5.112736219570363617e+10;4.757002040000000000e+09;4.782835076000000000e+09;4.088562457967634583e+10
6.715221282196117401e+09;6.715221282196117401e+09;5.007366520931382751e+10;4.723028812000000000e+09;4.756211223000000000e+09;4.377934936637889862e+10
6.562397870329122543e+09;1.877573235218160629e+10;4.995356543330794525e+10;4.958945850000000000e+09;4.961986543000000000e+09;3.864816994014450073e+10
6.901405085933652878e+09;6.901405085933652878e+09;5.053015533280683899e+10;4.782025883000000000e+09;4.793877332000000000e+09;3.958732722944920349e+10
7.014286600128444672e+09;7.014286600128444672e+09;5.064740360608598328e+10;5.125364774000000000e+09;5.154411182000000000e+09;4.082288804356203461e+10
7.262891764724687576e+09;7.262891764724687576e+09;5.105591460145111084e+10;5.327903113000000000e+09;5.341783125000000000e+09;3.944538705861009979e+10
7.446618842361237526e+09;7.446618842361237526e+09;5.136090785364457703e+10;4.836284287000000000e+09;4.849174290000000000e+09;3.695928683428518677e+10
6.780853202131687164e+09;6.780853202131687164e+09;5.033182985736799622e+10;4.659276098000000000e+09;4.684135596000000000e+09;4.119059011481027985e+10
