2.478778412068556976e+10;2.454887061420219803e+10;6.170280547734630585e+10;3.666329107489660899e-01;9.167663222387510691e-02;9.093161752872216952e-02;1.057607965000000000e+10;1.067082996000000000e+10;4.183009136947618866e+10
2.642821288461092377e+10;2.551979478224488831e+10;6.173479429335570526e+10;3.645536480733836959e-01;9.693157843440305954e-02;9.477352876797656700e-02;1.061611211000000000e+10;1.114493875000000000e+10;4.217683999951545715e+10
2.875023533515152359e+10;2.634397080439855957e+10;6.176344723342873383e+10;3.630015616184575356e-01;1.036889071073285595e-01;9.817003977451457808e-02;1.082619230000000000e+10;1.064031004000000000e+10;4.079680840840302277e+10
2.496127694047846603e+10;2.477242835839194107e+10;6.170188539555408478e+10;3.680753834238514322e-01;9.239357520605701035e-02;9.155809698580001654e-02;1.175012844000000000e+10;1.181700357000000000e+10;4.046516080069947815e+10
2.620017081399940872e+10;2.617757486537445831e+10;6.176731978164837646e+10;3.644048184651609290e-01;9.683181001917730291e-02;9.695608547524560417e-02;1.084944490000000000e+10;1.083923033000000000e+10;4.243727444760150909e+10
2.745825143244705200e+10;2.658681126195148087e+10;6.176798760781859589e+10;3.622786702735181774e-01;1.011286487611642859e-01;9.882234697551341152e-02;1.038587277000000000e+10;1.098771363000000000e+10;4.232569231958585358e+10
2.694817893067639160e+10;2.607112845223686981e+10;6.174065978828054047e+10;3.648169211790878719e-01;9.920797593521601954e-02;9.666266327758257781e-02;1.163080824000000000e+10;1.220815043000000000e+10;4.066405759885321808e+10
2.524332388472074509e+10;2.498633946814554214e+10;6.172201718663424683e+10;3.660732530915251637e-01;9.311792349646669242e-02;9.256583276729073162e-02;1.061687014000000000e+10;1.077403115000000000e+10;4.242869713724131012e+10
2.714122942294153595e+10;2.710865155046129608e+10;6.179192582440682220e+10;3.625986472177142872e-01;1.008115778726079853e-01;1.004604452863518543e-01;1.073917260000000000e+10;1.076721675000000000e+10;4.324427670797885132e+10
2.570701479509029007e+10;2.562880068033243561e+10;6.174715944019947052e+10;3.653226254740004064e-01;9.492556082407448137e-02;9.490644952098140075e-02;1.086963413000000000e+10;1.087625378000000000e+10;4.206396513620629883e+10
2.457439550041160965e+10;2.444395477651898575e+10;6.170016809539886475e+10;3.678196565809518370e-01;9.080270549388913537e-02;9.041267761400027803e-02;1.112934015000000000e+10;1.116226381000000000e+10;4.118811965563484955e+10
2.608559405956745529e+10;2.585177121703011703e+10;6.174574870074036407e+10;3.645198688630305051e-01;9.658072500482775546e-02;9.579708972642905773e-02;1.078455731000000000e+10;1.087457454000000000e+10;4.203393941208397675e+10
2.874041912856044388e+10;2.649027109861455536e+10;6.176997179213949585e+10;3.627889374509904452e-01;1.037397120289433594e-01;9.866016726781663693e-02;1.078299673000000000e+10;1.252603245000000000e+10;4.032693965489760590e+10
2.575419016450410080e+10;2.576708127085330582e+10;6.175232558121286774e+10;3.653895710460779434e-01;9.516387340679743900e-02;9.536962014405279964e-02;1.099704951000000000e+10;1.098430831000000000e+10;4.216746710902517700e+10
2.446342763058804321e+10;2.448284281200317764e+10;6.170231334273651886e+10;3.689424962787787310e-01;9.034968110478287795e-02;9.042105764923689948e-02;1.169057520000000000e+10;1.167701441000000000e+10;4.069866920185311890e+10
2.739454863782794952e+10;2.591128346837176514e+10;6.175599516531742096e+10;3.634236719798153437e-01;9.955945159890276785e-02;9.639520468773374318e-02;1.039300641000000000e+10;1.140998295000000000e+10;4.152684972001428986e+10
