2.363259710792347717e+10;1.253132836427180481e+10;5.501624717810893250e+10;5.151738825000000000e+09;8.186788023000000000e+09;8.755286746438058615e+08
1.388199022240964127e+10;2.747294037184652710e+10;5.707167208185609436e+10;9.438110724000000000e+09;4.751549327000000000e+09;1.465224896110962629e+09
2.339330787031102371e+10;1.334551896075026703e+10;5.565239836600170135e+10;5.391553461000000000e+09;6.263168227000000000e+09;7.198375539680466652e+08
1.342747453664958000e+10;1.342747453664958000e+10;5.573370121217036438e+10;5.770859500000000000e+09;5.688014550000000000e+09;7.133421928164519072e+08
1.341457082690283012e+10;2.431310938282381439e+10;5.583536290021530151e+10;7.583675927000000000e+09;5.286997980000000000e+09;1.129354896023392677e+09
2.347450908078909683e+10;1.340306535628109550e+10;5.567248425188964844e+10;5.774589855000000000e+09;6.833646983000000000e+09;8.588083327032421827e+08
1.279283363227775002e+10;2.223789063786568832e+10;5.492262804330886841e+10;6.544819561000000954e+09;6.282413451000000000e+09;1.008112607981672525e+09
1.310110898587061310e+10;2.322403680179458618e+10;5.539015870618320465e+10;6.641162152000000000e+09;5.265158487000000000e+09;8.433703807646821737e+08
2.173379302252610397e+10;1.245549208517456055e+10;5.460215718708572388e+10;5.874628459000000000e+09;6.140486622000000000e+09;8.472785572091556787e+08
1.309458085672164154e+10;2.414230550521894073e+10;5.553454469258546448e+10;7.728769985000000000e+09;5.112778412000000000e+09;1.137349370796859741e+09
1.292671761514293098e+10;2.686893673692008972e+10;5.612023462527046204e+10;9.820887167000000000e+09;4.638448312000000000e+09;1.553753479997768879e+09
1.282687880703529549e+10;2.286471965296560669e+10;5.505963937406332397e+10;7.219045898000000000e+09;5.569663317000000000e+09;1.050877252218240976e+09
1.454808639801806068e+10;2.647172702241945648e+10;5.734915463647250366e+10;8.332147450000000000e+09;5.382453180000000000e+09;1.274124089111721992e+09
1.283108236859192085e+10;2.283114953087609863e+10;5.509166231959994507e+10;6.683037234000000000e+09;5.234592210000000000e+09;8.780792743545248508e+08
1.331881784647490120e+10;2.452162594197605133e+10;5.583128827426147461e+10;7.295398642999999046e+09;4.763832725000000000e+09;1.001585623564551592e+09
2.391178945281571960e+10;1.251926527866328621e+10;5.504081947619131470e+10;5.133621769000000000e+09;8.414514167000000000e+09;8.869516719873776436e+08
1.322328376507223320e+10;1.322328376507223320e+10;5.540245999448764038e+10;6.381332397000000000e+09;6.521753670000000000e+09;9.528056767329012156e+08
1.397555092064916801e+10;2.446701175743203354e+10;5.637903549337361145e+10;6.988797303000000000e+09;5.728351785000000000e+09;9.394330466881977320e+08
2.615742621030617905e+10;1.401611251721364594e+10;5.683171060583611298e+10;5.102034762000000000e+09;8.483095432999999046e+09;7.902355210955444574e+08
