7.020998287831934929e+09;7.486726284926385880e+09;3.043605327410935593e+10;4.668393235212164316e-01;7.444609775775708205e-02;7.508886887933845233e-02;3.440710420000000000e+09;3.082976748000000000e+09;9.896590749503415823e+08
7.297671440921003342e+09;6.919871029852568626e+09;3.040451793351993179e+10;4.966417717824997413e-01;7.365688309230755682e-02;7.312874499049662469e-02;2.962972948000000000e+09;3.248067980000000000e+09;9.518770280560319424e+08
7.071941152821551323e+09;7.264024314303172112e+09;3.042448648657917404e+10;4.779595020140909867e-01;7.385159104762205329e-02;7.410465787957737360e-02;3.354982266000000000e+09;3.204779401000000000e+09;1.014265917529393077e+09
7.672610390519586563e+09;7.084883242093773842e+09;3.046070001259328842e+10;4.998114816119938464e-01;7.635909030685462950e-02;7.555097698345535073e-02;3.059101416000000000e+09;3.505347132000000000e+09;1.016875274139009953e+09
6.759026547702984810e+09;6.719772646984991074e+09;3.031682420258650970e+10;4.877492841247317301e-01;6.980160144750245654e-02;6.974886860490535356e-02;3.215593204000000000e+09;3.247342244000000000e+09;1.017292431292454839e+09
6.887084380719305992e+09;7.209018335265461922e+09;3.038867432124563217e+10;4.729995900161585998e-01;7.256272679191808073e-02;7.300037318471035153e-02;3.433683141000000000e+09;3.178197360000000000e+09;1.023855766782135606e+09
8.404111609445281982e+09;8.465895023641692162e+09;3.076837182301509476e+10;4.795033907365599535e-01;8.627742736463318851e-02;8.633522050026712358e-02;2.931839339000000000e+09;2.892023704000000000e+09;8.214662315498982668e+08
7.761965092746264458e+09;7.313956422917989731e+09;3.051300558502417755e+10;4.962682655730603076e-01;7.789485842535058546e-02;7.728450893719422676e-02;2.940107455000000000e+09;3.264085469000000000e+09;9.346534756080958843e+08
7.515635496525131226e+09;7.854180918774289131e+09;3.056093322001695251e+10;4.720993488029204821e-01;7.883680880194673946e-02;7.924915479637226201e-02;3.012792953000000000e+09;2.782151525000000000e+09;8.289780652162463665e+08
7.364944291422589302e+09;7.881264663533604622e+09;3.053233170548878860e+10;4.647512528609458182e-01;7.802415670126912339e-02;7.870603742660328694e-02;3.319576598000000000e+09;2.947200883000000000e+09;9.202252419544993639e+08
7.414799872321746826e+09;7.362182430453047752e+09;3.048648103287776184e+10;4.861111205110016376e-01;7.620089798916362955e-02;7.613141512336885075e-02;3.089601443000000000e+09;3.128498656000000000e+09;9.402548648848650455e+08
7.226337850749473572e+09;7.249041021131827354e+09;3.044480490460609436e+10;4.837934630756020593e-01;7.463224895053399699e-02;7.467932226347383240e-02;3.329141177000000000e+09;3.311261362000000000e+09;1.035293289732849598e+09
6.793772606153242111e+09;7.441842392064185143e+09;3.038874809636661911e+10;4.587898601850997071e-01;7.291427012677165198e-02;7.385819907811137786e-02;3.456104402000000000e+09;2.960863933000000000e+09;9.595243368777205944e+08
7.338558530981335640e+09;7.084038102198745728e+09;3.043700734303912354e+10;4.929734414747042881e-01;7.460039775490290292e-02;7.425543572226726841e-02;2.948930206000000000e+09;3.136819278000000000e+09;9.211388717831667662e+08
7.615360437222438812e+09;7.623359947366226196e+09;3.054643360584920120e+10;4.832434041924764667e-01;7.838401974636233227e-02;7.840677669338780298e-02;3.202257663000000000e+09;3.196310267000000000e+09;9.694074048380178213e+08
7.236095384782011032e+09;7.357979757573759079e+09;3.046392935201479721e+10;4.807824328622322119e-01;7.520526264726964949e-02;7.536278532438853150e-02;3.007647916000000000e+09;2.919920600000000000e+09;8.771964238452484608e+08
7.462822560581951141e+09;7.629177105993260384e+09;3.052770033436746216e+10;4.784103271341413333e-01;7.757714072654620097e-02;7.780174832251898764e-02;3.104189204000000000e+09;2.984880750000000000e+09;9.014037794653408527e+08
6.930690531136096001e+09;7.512028734433213234e+09;3.041928034740291595e+10;4.616779566868248752e-01;7.398799107318158874e-02;7.482046693831483075e-02;3.568072607000000000e+09;3.114480015000000000e+09;1.017881099109443307e+09
7.166706054503557205e+09;6.651826479745866776e+09;3.034407410567452621e+10;5.008354490592032970e-01;7.175753997727075950e-02;7.099951822099080656e-02;2.994898426000000000e+09;3.397460580000000000e+09;9.977264838497021198e+08
7.105521311821630478e+09;8.713400901058347702e+09;3.049064212600870895e+10;4.151927188968817517e-01;7.915459352857091846e-02;8.197543560986204902e-02;3.892031427000000000e+09;2.775070647000000000e+09;9.142404223645514250e+08
7.631973006499514580e+09;7.520041733991038322e+09;3.053755642076885986e+10;4.875597828509945497e-01;7.808511186326082265e-02;7.794394962261837201e-02;2.897691907000000000e+09;2.975726752000000000e+09;8.621266121064691544e+08
6.766836475478805542e+09;7.057625896759572983e+09;3.035985687772575378e+10;4.751746105243679352e-01;7.130439067191378377e-02;7.169892747586563420e-02;3.015778536000000000e+09;2.801866407000000000e+09;8.604436327816894054e+08
7.775562974122164726e+09;7.338209347921775818e+09;3.051829965584042358e+10;4.958209155533204737e-01;7.802946399633710339e-02;7.746845762662628310e-02;3.011172564000000000e+09;3.331807635000000000e+09;9.638069881839113235e+08
7.213613838080413818e+09;6.751739790286601067e+09;3.036580120167046356e+10;4.991392514823817517e-01;7.245103197535107675e-02;7.178117630159831786e-02;3.048311952000000000e+09;3.410036704000000000e+09;1.009950596736207366e+09
7.679653548162707329e+09;7.602129230371517181e+09;3.055023143775237656e+10;4.856541748668711800e-01;7.864197126803004756e-02;7.855036760759945280e-02;3.266735706000000000e+09;3.324981882000000000e+09;1.012212711532701373e+09
7.479522053575469971e+09;7.569628755316840172e+09;3.052325852875149918e+10;4.811485188739011987e-01;7.744236643603397141e-02;7.755436990471030467e-02;3.053561715000000000e+09;2.989172625000000000e+09;8.947919235931077003e+08
7.871975703028924942e+09;8.054338606445810318e+09;3.063543632566933441e+10;4.765168738458787634e-01;8.161078338671599874e-02;8.182561117497827441e-02;3.274565102000000000e+09;3.143760996000000000e+09;9.566519027922135592e+08
7.281233621137254715e+09;7.558787076466859818e+09;3.048785740992405319e+10;4.741908206809574144e-01;7.625060662186461391e-02;7.660743457374866172e-02;3.388631460000000000e+09;3.176867500000000000e+09;1.002855219951787591e+09
8.018646791127562523e+09;7.683632771739230156e+09;3.060346587461650467e+10;4.922818234220091016e-01;8.082475831324037463e-02;8.044806772826824937e-02;2.911529683000000000e+09;3.143605756000000000e+09;8.928387447161041498e+08
7.957130805105155945e+09;7.339036778576256752e+09;3.053220318407290649e+10;4.993860604625503519e-01;7.900905889465296983e-02;7.819487052903542623e-02;2.864118489000000000e+09;3.302259631000000000e+09;9.207247305859820843e+08
7.214464492426453590e+09;7.553950378021210670e+09;3.047733755083460236e+10;4.720109905994952504e-01;7.586471725689816759e-02;7.630278898942376153e-02;3.310393742000000000e+09;3.056322639000000000e+09;9.583486815277891159e+08
7.519882025113749504e+09;8.032333523207533836e+09;3.057190619584794617e+10;4.646926252836965365e-01;7.953204882727633873e-02;8.017269166563914529e-02;3.390513584000000000e+09;3.019998235000000000e+09;9.460122468943164349e+08
7.032741981849561691e+09;7.282783256418012619e+09;3.042002201558707809e+10;4.757208770393775987e-01;7.370010389888349833e-02;7.403573715525949006e-02;3.394753590000000000e+09;3.198545372000000000e+09;1.019438203771358609e+09
